dir,student,mode,seed,params,macro_f1,accuracy,ece,roc_auc,pr_auc,train_time_s,tag,benign_fpr,ironic_recall,obf_leet,obf_swap,obf_space,obf_mixed,int8_macro_f1,int8_size_mb,fp32_size_mb,int8_lat_b1,fp32_lat_b1
/kaggle/working/runs/tweets/bilstm/dmthd/seed3,bilstm,dmthd,3,10446342.0,0.8730681970209314,0.8869625520110958,0.08535795327115824,,,244.5619900226593,,0.35447338618346547,0.6442307692307693,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd/seed1,bilstm,skd,1,10446342.0,0.872958546310452,0.8865002311604253,0.08009709943459643,,,228.23669743537903,,0.29671574178935445,0.6038461538461538,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd/seed2,bilstm,skd,2,10446342.0,0.8765872730248927,0.8890429958391124,0.07007259171812608,,,228.68684697151184,,0.34541336353340885,0.6243589743589744,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd/seed3,bilstm,skd,3,10446342.0,0.8747425976307112,0.8881183541377716,0.07786379979817451,,,231.20292353630066,,0.2865232163080408,0.6096153846153847,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd_hetero/seed1,bilstm,skd_hetero,1,10446342.0,0.872958546310452,0.8865002311604253,0.08009709943459643,,,239.52737307548523,,0.29671574178935445,0.6038461538461538,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd_hetero/seed2,bilstm,skd_hetero,2,10446342.0,0.8765872730248927,0.8890429958391124,0.07007259171812608,,,241.05619144439697,,0.34541336353340885,0.6243589743589744,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/skd_hetero/seed3,bilstm,skd_hetero,3,10446342.0,0.8747425976307112,0.8881183541377716,0.07786379979817451,,,241.10194659233093,,0.2865232163080408,0.6096153846153847,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform/seed1,bilstm,uniform,1,10446342.0,0.8744055846414196,0.8883495145631068,0.07904084269999359,,,236.98214387893677,,0.31370328425821065,0.6358974358974359,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform/seed2,bilstm,uniform,2,10446342.0,0.8749854202189923,0.8878871937124364,0.08240000580506805,,,240.9294457435608,,0.3567383918459796,0.6301282051282051,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform/seed3,bilstm,uniform,3,10446342.0,0.8790018031434137,0.8918169209431346,0.07692018383446528,,,236.75980305671692,,0.26613816534541335,0.5897435897435898,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform_hetero/seed1,bilstm,uniform_hetero,1,10446342.0,0.8748300312013687,0.8881183541377716,0.07297332467742942,,,259.6384310722351,,0.3420158550396376,0.6448717948717949,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform_hetero/seed2,bilstm,uniform_hetero,2,10446342.0,0.8759006398365786,0.888580674988442,0.07529674898927766,,,252.23887419700623,,0.31483578708946774,0.592948717948718,,,,,,,,,
/kaggle/working/runs/tweets/bilstm/uniform_hetero/seed3,bilstm,uniform_hetero,3,10446342.0,0.8771739176971135,0.8901987979657883,0.07204083762839053,,,253.60688734054565,,0.3261608154020385,0.6410256410256411,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/dmthd_hetero/seed1,deberta-xsmall,dmthd_hetero,1,70832262.0,0.8840988129576477,0.8966712898751734,0.0720633203874183,,,1491.755981683731,,0.3420158550396376,0.7301282051282051,,,,,,,,,
